rank,moviename,meta_movie_name,release_date,total_score,num_crit,positive,mixed,negative,iscore,source,source_link,author,author_link,date,summary
85,Gods of Egypt,Gods of Egypt,"February 26, 2016",25,25,0,10,15,40,The New York Times,http://www.metacritic.com//publication/the-new-york-times?filter=movies,Manohla Dargis,http://www.metacritic.com//critic/manohla-dargis?filter=movies,"Feb 25, 2016","If Gods of Egypt were any worse, it might be a masterpiece."
85,Gods of Egypt,Gods of Egypt,"February 26, 2016",25,25,0,10,15,40,Screen International,http://www.metacritic.com//publication/screen-international?filter=movies,Sarah Ward,http://www.metacritic.com//critic/sarah-ward?filter=movies,"Feb 24, 2016","As audience-friendly as they may be, the cast is left wading through the middle ground between the unengaging narrative and over-emphasised aesthetics."
85,Gods of Egypt,Gods of Egypt,"February 26, 2016",25,25,0,10,15,38,Movie Nation,http://www.metacritic.com//publication/movie-nation?filter=movies,Roger Moore,http://www.metacritic.com//critic/roger-moore?filter=movies,"Feb 25, 2016","There’s a long year ahead of us, but Gods of Egypt is going to stand out as one of the sillier, more puzzling big budget, special-effects driven period pieces to come out."
85,Gods of Egypt,Gods of Egypt,"February 26, 2016",25,25,0,10,15,33,Consequence of Sound,http://www.metacritic.com//publication/consequence-of-sound?filter=movies,Clint Worthington,http://www.metacritic.com//critic/clint-worthington?filter=movies,"Mar  2, 2016","Gods of Egypt is a dull, meandering, plastic mess of pre-2002 CGI and performances as flat as the green screens behind them."
85,Gods of Egypt,Gods of Egypt,"February 26, 2016",25,25,0,10,15,30,Variety,http://www.metacritic.com//publication/variety?filter=movies,Justin Chang,http://www.metacritic.com//critic/justin-chang?filter=movies,"Feb 25, 2016","This is by any measure a dreadful movie, a chintzy, CG-encrusted eyesore that oozes stupidity and self-indulgence from every pore. Yet damned if Proyas doesn’t put it all out there with a lunatic conviction you can’t help but admire."
85,Gods of Egypt,Gods of Egypt,"February 26, 2016",25,25,0,10,15,25,New York Post,http://www.metacritic.com//publication/new-york-post?filter=movies,Kyle Smith,http://www.metacritic.com//critic/kyle-smith?filter=movies,"Feb 26, 2016","Like the lobby of a Donald Trump building, it looks ever so expensive and amazingly cheap at the same time."
85,Gods of Egypt,Gods of Egypt,"February 26, 2016",25,25,0,10,15,25,The Seattle Times,http://www.metacritic.com//publication/the-seattle-times?filter=movies,Soren Andersen,http://www.metacritic.com//critic/soren-andersen?filter=movies,"Feb 25, 2016",Imagine the worst costume epic imaginable. Imagine no more. It exists.
85,Gods of Egypt,Gods of Egypt,"February 26, 2016",25,25,0,10,15,25,Slant Magazine,http://www.metacritic.com//publication/slant-magazine?filter=movies,Drew Hunt,http://www.metacritic.com//critic/drew-hunt?filter=movies,"Feb 25, 2016",Its virtues as throwback don't elide the foolhardly decision to imprint an ancient mythology on a contemporary superhero framework.
85,Gods of Egypt,Gods of Egypt,"February 26, 2016",25,25,0,10,15,25,TheWrap,http://www.metacritic.com//publication/thewrap?filter=movies,Alonso Duralde,http://www.metacritic.com//critic/alonso-duralde?filter=movies,"Feb 25, 2016","Gods of Egypt might have merited a so-bad-it’s-good schadenfreude fanbase had it maintained the unintentional laughs of its first 10 minutes. Instead, it skids into dullness, thus negating the camp classic that it so often verges on becoming."
85,Gods of Egypt,Gods of Egypt,"February 26, 2016",25,25,0,10,15,25,Entertainment Weekly,http://www.metacritic.com//publication/entertainment-weekly?filter=movies,Chris Nashawaty,http://www.metacritic.com//critic/chris-nashawaty?filter=movies,"Feb 25, 2016",A shoddy special-effects howler that makes a hash out of both Egyptian mythology and human logic.
85,Gods of Egypt,Gods of Egypt,"February 26, 2016",25,25,0,10,15,25,Chicago Tribune,http://www.metacritic.com//publication/chicago-tribune?filter=movies,Michael Phillips,http://www.metacritic.com//critic/michael-phillips?filter=movies,"Feb 25, 2016","Call it ""Clash of the Whitans,"" and call it a folly that doesn't have the energy or delirium to qualify as entertaining crap. It's just crap."
85,Gods of Egypt,Gods of Egypt,"February 26, 2016",25,25,0,10,15,20,Time Out,http://www.metacritic.com//publication/time-out?filter=movies,Anna King,,"Feb 25, 2016","As the film totters to its predictable finale, the closing moments set up a sequel, a prospect far more terrifying than anything we've just seen."
85,Gods of Egypt,Gods of Egypt,"February 26, 2016",25,25,0,10,15,20,The Hollywood Reporter,http://www.metacritic.com//publication/the-hollywood-reporter?filter=movies,Frank Scheck,http://www.metacritic.com//critic/frank-scheck?filter=movies,"Feb 25, 2016","This overstuffed, witless and bloated stillborn $140 million epic is unlikely to spawn the studio's intended franchise — unless, as is so often the case, international audiences come to the box-office rescue."
85,Gods of Egypt,Gods of Egypt,"February 26, 2016",25,25,0,10,15,20,New York Daily News,http://www.metacritic.com//publication/new-york-daily-news?filter=movies,Stephen Whitty,http://www.metacritic.com//critic/stephen-whitty?filter=movies,"Feb 25, 2016",Director Alex Proyas’ movie feels like a bad video game.
85,Gods of Egypt,Gods of Egypt,"February 26, 2016",25,25,0,10,15,0,Austin Chronicle,http://www.metacritic.com//publication/austin-chronicle?filter=movies,Steve Davis,http://www.metacritic.com//critic/steve-davis?filter=movies,"Mar  2, 2016",Avoid it like the plagues.
85,Gods of Egypt,Gods of Egypt,"February 26, 2016",25,25,0,10,15,0,Rolling Stone,http://www.metacritic.com//publication/rolling-stone?filter=movies,Peter Travers,http://www.metacritic.com//critic/peter-travers?filter=movies,"Feb 26, 2016",Some movies are so effing awful they're hilarious. Gods of Egypt falls short of that lofty goal. Not because it isn’t effing awful — it so is — but because it pretends to be in on the joke.
85,Gods of Egypt,Gods of Egypt,"February 26, 2016",25,25,0,10,15,0,San Francisco Chronicle,http://www.metacritic.com//publication/san-francisco-chronicle?filter=movies,Mick LaSalle,http://www.metacritic.com//critic/mick-lasalle?filter=movies,"Feb 25, 2016",Gods of Egypt is an epic — an epic disaster.
87,"Hail, Caesar!","Hail, Caesar!","February 5, 2016",72,50,38,11,1,100,The New Yorker,http://www.metacritic.com//publication/the-new-yorker?filter=movies,Richard Brody,http://www.metacritic.com//critic/richard-brody?filter=movies,"Feb  5, 2016","A comedy, and a scintillating, uproarious one, filled with fast and light touches of exquisite incongruity in scenes that have the expansiveness of relaxed precision, performed and timed with the spontaneous authority of jazz."
87,"Hail, Caesar!","Hail, Caesar!","February 5, 2016",72,50,38,11,1,100,Salon.com,http://www.metacritic.com//publication/saloncom?filter=movies,Andrew O'Hehir,http://www.metacritic.com//critic/andrew-ohehir?filter=movies,"Feb  4, 2016","Underneath the laff-riot and the Hollywood satire, Hail, Caesar! is a curiously delicate film built on profound affection for American movies and the illusions they build, and loaded with in-jokes the mainstream audience will grasp incompletely or not at all."
87,"Hail, Caesar!","Hail, Caesar!","February 5, 2016",72,50,38,11,1,100,RogerEbert.com,http://www.metacritic.com//publication/rogerebertcom?filter=movies,Glenn Kenny,http://www.metacritic.com//critic/glenn-kenny?filter=movies,"Feb  3, 2016",An exhilarating switchup: A comic fable that’s both deftly clever and irrepressibly goofy.
87,"Hail, Caesar!","Hail, Caesar!","February 5, 2016",72,50,38,11,1,100,Slate,http://www.metacritic.com//publication/slate?filter=movies,David Ehrlich,http://www.metacritic.com//critic/david-ehrlich?filter=movies,"Feb  3, 2016","If the Coen brothers’ dramas are cautionary tales, their comedies are veritable how-to guides for people who can’t help but enjoy a mirthless chuckle at the humility of human existence. Yeah, the joke is on us, but that doesn’t mean it isn’t funny."
87,"Hail, Caesar!","Hail, Caesar!","February 5, 2016",72,50,38,11,1,100,Chicago Sun-Times,http://www.metacritic.com//publication/chicago-sun-times?filter=movies,Richard Roeper,http://www.metacritic.com//critic/richard-roeper?filter=movies,"Feb  3, 2016","Hail, Caesar! is pure, popcorn fun — a visual treat, a comedic tour de force and a sublime and sly slice of satire."
87,"Hail, Caesar!","Hail, Caesar!","February 5, 2016",72,50,38,11,1,91,The Film Stage,http://www.metacritic.com//publication/the-film-stage?filter=movies,Michael Snydel,http://www.metacritic.com//critic/michael-snydel?filter=movies,"Feb  3, 2016","Just as the brothers themselves love to present dialectics about the duality of triviality and seriousness, so, too, does Hail, Caesar! constantly skate back and forth between feeling slight and monumental."
87,"Hail, Caesar!","Hail, Caesar!","February 5, 2016",72,50,38,11,1,90,Los Angeles Times,http://www.metacritic.com//publication/los-angeles-times?filter=movies,Kenneth Turan,http://www.metacritic.com//critic/kenneth-turan?filter=movies,"Feb  4, 2016","The great thing about Hail, Caesar! is that it is fun whether you get all its references or not."
87,"Hail, Caesar!","Hail, Caesar!","February 5, 2016",72,50,38,11,1,88,Boston Globe,http://www.metacritic.com//publication/boston-globe?filter=movies,Ty Burr,http://www.metacritic.com//critic/ty-burr?filter=movies,"Feb  4, 2016","There are the serious Coen brothers movies, like “No Country for Old Men” and, um, “A Serious Man,” and there are the not-so-serious ones. Hail, Caesar! is the opposite of their serious ones, and it is delightful."
87,"Hail, Caesar!","Hail, Caesar!","February 5, 2016",72,50,38,11,1,88,Rolling Stone,http://www.metacritic.com//publication/rolling-stone?filter=movies,Peter Travers,http://www.metacritic.com//critic/peter-travers?filter=movies,"Feb  4, 2016","Hail, Caesar! is basically a day in the life of this studio cop, whose job is his religion. And Brolin, in a heart-and-soul performance, takes this crazy quilt of a movie about a man surrounded by nut jobs and plays it for real. He's just tremendous."
87,"Hail, Caesar!","Hail, Caesar!","February 5, 2016",72,50,38,11,1,88,Washington Post,http://www.metacritic.com//publication/washington-post?filter=movies,Ann Hornaday,http://www.metacritic.com//critic/ann-hornaday?filter=movies,"Feb  4, 2016","Slick, silly and often extravagantly pretty, it’s a pastiche that threads a tricky needle, conveying the dual nature of cinema as an enchanting art form and a ruthless, rationalized industrial practice."
87,"Hail, Caesar!","Hail, Caesar!","February 5, 2016",72,50,38,11,1,85,TheWrap,http://www.metacritic.com//publication/thewrap?filter=movies,Alonso Duralde,http://www.metacritic.com//critic/alonso-duralde?filter=movies,"Feb  3, 2016",The Coens revel in both the glamour and the squalor of post-war Hollywood with a film that more than makes up in wit and flash what it might lack in substance.
87,"Hail, Caesar!","Hail, Caesar!","February 5, 2016",72,50,38,11,1,83,Hitfix,http://www.metacritic.com//publication/hitfix?filter=movies,Drew McWeeny,http://www.metacritic.com//critic/drew-mcweeny?filter=movies,"Feb  3, 2016","Even when they're silly, Joel and Ethan Coen are as smart as any filmmakers working, and Hail, Caesar! is a clever cartoon filter through which they examine some very sincere spiritual ideas."
87,"Hail, Caesar!","Hail, Caesar!","February 5, 2016",72,50,38,11,1,83,Entertainment Weekly,http://www.metacritic.com//publication/entertainment-weekly?filter=movies,Leah Greenblatt,http://www.metacritic.com//critic/leah-greenblatt?filter=movies,"Feb  3, 2016","It's Coen lite, basically, but still filled with their best signatures: cracked humor, indelible characters, and cinematography so rich and saturated you want to dunk a cookie in it."
87,"Hail, Caesar!","Hail, Caesar!","February 5, 2016",72,50,38,11,1,83,Indiewire,http://www.metacritic.com//publication/indiewire?filter=movies,Eric Kohn,http://www.metacritic.com//critic/eric-kohn?filter=movies,"Feb  3, 2016","The Coens get their cake and eat it, too: The lavish period details, paired with marvelous song-and-dance routines, work on their own terms while a firm self-awareness looms over every scene. It's a tricky balance indicative of directors who know exactly what they're going for: An old-fashioned homage to classic Hollywood and a send-up of the very same thing."
87,"Hail, Caesar!","Hail, Caesar!","February 5, 2016",72,50,38,11,1,80,Empire,http://www.metacritic.com//publication/empire?filter=movies,Dan Jolin,http://www.metacritic.com//critic/dan-jolin?filter=movies,"Feb  5, 2016","It’s not like the film is hollow — hidden at its heart, in fact, is a struggle for the soul of Hollywood — it’s just that it feels more like a series of pleasant diversions rather than a single, solid journey."
87,"Hail, Caesar!","Hail, Caesar!","February 5, 2016",72,50,38,11,1,80,The New York Times,http://www.metacritic.com//publication/the-new-york-times?filter=movies,Manohla Dargis,http://www.metacritic.com//critic/manohla-dargis?filter=movies,"Feb  4, 2016","It’s a typically sly, off-center comedy, once again set against the machinery of the motion-picture business. And, as usual with the Coens, it has more going on than there might seem, including in its wrangling over God and ideology, art and entertainment."
87,"Hail, Caesar!","Hail, Caesar!","February 5, 2016",72,50,38,11,1,80,Total Film,http://www.metacritic.com//publication/total-film?filter=movies,Jamie Graham,http://www.metacritic.com//critic/jamie-graham?filter=movies,"Feb  3, 2016","Hail, Caesar! is a love letter inked in arsenic, at once celebrating the artistry of Hollywood and cringing at the crass commercialism and rampant phoniness of it all."
87,"Hail, Caesar!","Hail, Caesar!","February 5, 2016",72,50,38,11,1,80,The Guardian,http://www.metacritic.com//publication/the-guardian?filter=movies,Andrew Pulver,http://www.metacritic.com//critic/andrew-pulver?filter=movies,"Feb  3, 2016","Hail, Caesar! is a lot of fun, and beautifully crafted, too. One to savour."
87,"Hail, Caesar!","Hail, Caesar!","February 5, 2016",72,50,38,11,1,80,Variety,http://www.metacritic.com//publication/variety?filter=movies,Justin Chang,http://www.metacritic.com//critic/justin-chang?filter=movies,"Feb  3, 2016","This gorgeously crafted romp through the backlots and Malibu enclaves of Hollywood’s Golden Age tosses off plenty of eccentric comedy and musical razzle-dazzle before taking on richer, more ruminative dimensions, ultimately landing on the funny-sad question of whether life is but a dream factory."
87,"Hail, Caesar!","Hail, Caesar!","February 5, 2016",72,50,38,11,1,80,ScreenCrush,http://www.metacritic.com//publication/screencrush?filter=movies,Matt Singer,http://www.metacritic.com//critic/matt-singer?filter=movies,"Feb  3, 2016","Beneath the (sometimes hysterically funny) gags, is a surprisingly thoughtful examination of the same issues that bubble through Joel and Ethan Coen’s more serious pictures; the folly of man, the nature of faith, and the terror of trying to figure out what path through life is the correct one to take."
87,"Hail, Caesar!","Hail, Caesar!","February 5, 2016",72,50,38,11,1,80,Time Out,http://www.metacritic.com//publication/time-out?filter=movies,Joshua Rothkopf,http://www.metacritic.com//critic/joshua-rothkopf?filter=movies,"Feb  3, 2016","It doesn’t seem new for them, yet as super polished, mannered, slightly surreal comedies go, the movie feels as rare as a unicorn."
87,"Hail, Caesar!","Hail, Caesar!","February 5, 2016",72,50,38,11,1,76,The Verge,http://www.metacritic.com//publication/the-verge?filter=movies,Tasha Robinson,http://www.metacritic.com//critic/tasha-robinson?filter=movies,"Feb  4, 2016","Hail, Caesar! is immensely entertaining, but it's also frustratingly discursive, with so many incomplete sidelines and distractions that it suggests an overcrowded but exciting TV pilot more than a self-contained film."
87,"Hail, Caesar!","Hail, Caesar!","February 5, 2016",72,50,38,11,1,75,ReelViews,http://www.metacritic.com//publication/reelviews?filter=movies,James Berardinelli,http://www.metacritic.com//critic/james-berardinelli?filter=movies,"Feb  5, 2016",The absence of a strong narrative is the film’s weakest aspect. The Coens are so absorbed by their mimicry that they don’t invest a lot of effort in the connective tissue.
87,"Hail, Caesar!","Hail, Caesar!","February 5, 2016",72,50,38,11,1,75,Christian Science Monitor,http://www.metacritic.com//publication/christian-science-monitor?filter=movies,Peter Rainer,http://www.metacritic.com//critic/peter-rainer?filter=movies,"Feb  5, 2016","The film is often​ sharp and amusing, but it’s a doodle in the Coen canon."
87,"Hail, Caesar!","Hail, Caesar!","February 5, 2016",72,50,38,11,1,75,New York Post,http://www.metacritic.com//publication/new-york-post?filter=movies,Lou Lumenick,http://www.metacritic.com//critic/lou-lumenick?filter=movies,"Feb  4, 2016","What really makes Hail, Caesar! sing are the Coens’ painstaking period simulations of scenes from five films,including not only “Hail, Caesar!” but a synchronized swimming routine a la Busby Berkeley and a corny musical Western."
87,"Hail, Caesar!","Hail, Caesar!","February 5, 2016",72,50,38,11,1,75,Philadelphia Inquirer,http://www.metacritic.com//publication/philadelphia-inquirer?filter=movies,Steven Rea,http://www.metacritic.com//critic/steven-rea?filter=movies,"Feb  4, 2016","A goofy conflation of Coenian elements: the numbskull huggermugger of ""The Big Lebowski"", the La La Land surrealness of ""Barton Fink"", the Old Testament overlay of ""A Serious Man."""
87,"Hail, Caesar!","Hail, Caesar!","February 5, 2016",72,50,38,11,1,75,San Francisco Chronicle,http://www.metacritic.com//publication/san-francisco-chronicle?filter=movies,Mick LaSalle,http://www.metacritic.com//critic/mick-lasalle?filter=movies,"Feb  4, 2016","One of the Coens’ most inspired, bizarre touches is to cast Tilda Swinton as rival gossip columnists, twins who hate each other. She’s quite funny — blithe and vindictive in one incarnation, insecure and vindictive in the other."
87,"Hail, Caesar!","Hail, Caesar!","February 5, 2016",72,50,38,11,1,75,The Seattle Times,http://www.metacritic.com//publication/the-seattle-times?filter=movies,Moira Macdonald,http://www.metacritic.com//critic/moira-macdonald?filter=movies,"Feb  4, 2016","Hail, Caesar! isn’t the great film you might like it to be, but it’s very, very good fun."
87,"Hail, Caesar!","Hail, Caesar!","February 5, 2016",72,50,38,11,1,75,USA Today,http://www.metacritic.com//publication/usa-today?filter=movies,Brian Truitt,http://www.metacritic.com//critic/brian-truitt?filter=movies,"Feb  3, 2016","Some bits fall flat, yet when the Coens hit, there’s nothing better, especially with their usual ridiculously sublime banter."
87,"Hail, Caesar!","Hail, Caesar!","February 5, 2016",72,50,38,11,1,75,Slant Magazine,http://www.metacritic.com//publication/slant-magazine?filter=movies,Jake Cole,http://www.metacritic.com//critic/jake-cole?filter=movies,"Feb  3, 2016",Joel and Ethan Coen's idiosyncrasies elevate the film above the level of a mere creative exercise.
87,"Hail, Caesar!","Hail, Caesar!","February 5, 2016",72,50,38,11,1,70,Screen International,http://www.metacritic.com//publication/screen-international?filter=movies,Tim Grierson,http://www.metacritic.com//critic/tim-grierson?filter=movies,"Feb  3, 2016","Unquestionably uneven and only occasionally inspired, Hail, Caesar! is nonetheless engrossing and funny thanks to its off-kilter energy and a lead performance from Coens regular Josh Brolin that’s a model of quietly controlled chaos."
87,"Hail, Caesar!","Hail, Caesar!","February 5, 2016",72,50,38,11,1,70,New York Daily News,http://www.metacritic.com//publication/new-york-daily-news?filter=movies,Joe Dziemianowicz,,"Feb  3, 2016","Star-studded and stylish, this addition to the brothers’ acclaimed canon is a looker with laughs and, alas, dull stretches. It’s fun and entertaining — no more, no less, no exclamation point."
87,"Hail, Caesar!","Hail, Caesar!","February 5, 2016",72,50,38,11,1,67,Consequence of Sound,http://www.metacritic.com//publication/consequence-of-sound?filter=movies,Collin Brennan,http://www.metacritic.com//critic/collin-brennan?filter=movies,"Feb  5, 2016","There’s a lot going on in Hail, Caesar!, but in the end, it’s all a bit too silly to register as important.... Nonetheless, Hail, Caesar! satisfies that one criterion that matters most in Hollywood, and will for time immemorial: it’s entertaining as hell."
87,"Hail, Caesar!","Hail, Caesar!","February 5, 2016",72,50,38,11,1,67,The A.V. Club,http://www.metacritic.com//publication/the-av-club?filter=movies,Ignatiy Vishnevetsky,http://www.metacritic.com//critic/ignatiy-vishnevetsky?filter=movies,"Feb  3, 2016","Somewhere in there are stretches of the Coens’ funniest comedy since ""The Big Lebowski""; it just takes a little patience."
87,"Hail, Caesar!","Hail, Caesar!","February 5, 2016",72,50,38,11,1,67,Austin Chronicle,http://www.metacritic.com//publication/austin-chronicle?filter=movies,Marc Savlov,http://www.metacritic.com//critic/marc-savlov?filter=movies,"Feb  3, 2016","It’s both more and less than the sum of its parts, but its never less than thoroughly watchable."
87,"Hail, Caesar!","Hail, Caesar!","February 5, 2016",72,50,38,11,1,67,The Playlist,http://www.metacritic.com//publication/the-playlist?filter=movies,Nick Schager,http://www.metacritic.com//critic/nick-schager?filter=movies,"Feb  3, 2016","Identifying the method behind the Coens’ madness takes some work, as the film moves at such a rat-a-tat-tat screwball speed that following along often feels like clinging for dear life to the side of a speeding train."
87,"Hail, Caesar!","Hail, Caesar!","February 5, 2016",72,50,38,11,1,63,St. Louis Post-Dispatch,http://www.metacritic.com//publication/st-louis-post-dispatch?filter=movies,Calvin Wilson,http://www.metacritic.com//critic/calvin-wilson?filter=movies,"Feb  4, 2016","Unfortunately, Hail, Caesar! comes across as far less than the sum of its parts."
87,"Hail, Caesar!","Hail, Caesar!","February 5, 2016",72,50,38,11,1,63,Chicago Tribune,http://www.metacritic.com//publication/chicago-tribune?filter=movies,Michael Phillips,http://www.metacritic.com//critic/michael-phillips?filter=movies,"Feb  3, 2016","The tone of ""Hail, Caesar!"" is even and assured, yet the comic inspiration is sporadic."
87,"Hail, Caesar!","Hail, Caesar!","February 5, 2016",72,50,38,11,1,60,Time,http://www.metacritic.com//publication/time?filter=movies,Stephanie Zacharek,http://www.metacritic.com//critic/stephanie-zacharek?filter=movies,"Feb  3, 2016","Hail, Caesar! doesn’t completely hang together. But Johansson in a mermaid’s tail? Really, why else make movies—or go to them?"
87,"Hail, Caesar!","Hail, Caesar!","February 5, 2016",72,50,38,11,1,60,Arizona Republic,http://www.metacritic.com//publication/arizona-republic?filter=movies,Bill Goodykoontz,http://www.metacritic.com//critic/bill-goodykoontz?filter=movies,"Feb  3, 2016","While individually some of the scenes are terrific, they don't add up to much, making Hail, Caesar! one of the Coens' lesser comedies, better than ""Intolerable Cruelty,"" say, but nowhere near the genius of ""The Big Lewbowski."""
87,"Hail, Caesar!","Hail, Caesar!","February 5, 2016",72,50,38,11,1,60,The Telegraph,http://www.metacritic.com//publication/the-telegraph?filter=movies,Tim Robey,http://www.metacritic.com//critic/tim-robey?filter=movies,"Feb  3, 2016","Hail, Caesar! keeps stumbling over its own best ideas as we stop to appreciate them – ditching momentum, preferring gaps for applause."
87,"Hail, Caesar!","Hail, Caesar!","February 5, 2016",72,50,38,11,1,50,New York Magazine (Vulture),http://www.metacritic.com//publication/new-york-magazine-vulture?filter=movies,David Edelstein,http://www.metacritic.com//critic/david-edelstein?filter=movies,"Feb  5, 2016","Their amalgamations can be feats of genius, like their stoner-gumshoe farrago ""The Big Lebowski."" Or they can pretty much lie there, like much of their new, star-packed comedy, Hail, Caesar!, which is nothing but movie fodder."
87,"Hail, Caesar!","Hail, Caesar!","February 5, 2016",72,50,38,11,1,50,Charlotte Observer,http://www.metacritic.com//publication/charlotte-observer?filter=movies,Lawrence Toppman,http://www.metacritic.com//critic/lawrence-toppman?filter=movies,"Feb  4, 2016","The Coen brothers’ new movie, set in Hollywood in 1951, brings easy laughs but dissipates from memory moments later, like the cheesy films to which it pays homage – or, perhaps, mocks."
87,"Hail, Caesar!","Hail, Caesar!","February 5, 2016",72,50,38,11,1,50,Miami Herald,http://www.metacritic.com//publication/miami-herald?filter=movies,Rene Rodriguez,http://www.metacritic.com//critic/rene-rodriguez?filter=movies,"Feb  4, 2016","The Coens feel out of step this time; they’ve lost their rhythm the way they did in The Hudsucker Proxy, where the style consumed the entire picture, turning what should have been humorous and snappy into a grating chore."
87,"Hail, Caesar!","Hail, Caesar!","February 5, 2016",72,50,38,11,1,50,Tampa Bay Times,http://www.metacritic.com//publication/tampa-bay-times?filter=movies,Steve Persall,http://www.metacritic.com//critic/steve-persall?filter=movies,"Feb  4, 2016","Hail, Caesar! is maddeningly hit-and-miss."
87,"Hail, Caesar!","Hail, Caesar!","February 5, 2016",72,50,38,11,1,50,The Hollywood Reporter,http://www.metacritic.com//publication/the-hollywood-reporter?filter=movies,Todd McCarthy,http://www.metacritic.com//critic/todd-mccarthy?filter=movies,"Feb  3, 2016","There is amusement to be had, engaging actors to admire and beautiful craftsmanship to behold, but the entertainment quotient is below their usual standard when it comes to the films they target for a mass audience, of which this is one."
87,"Hail, Caesar!","Hail, Caesar!","February 5, 2016",72,50,38,11,1,50,Movie Nation,http://www.metacritic.com//publication/movie-nation?filter=movies,Roger Moore,http://www.metacritic.com//critic/roger-moore?filter=movies,"Feb  3, 2016","When the Coen Brothers miss, they miss with gusto. Images of Babe Ruth, swinging and collapsing in a heap from the effort come to mind."
87,"Hail, Caesar!","Hail, Caesar!","February 5, 2016",72,50,38,11,1,50,Village Voice,http://www.metacritic.com//publication/village-voice?filter=movies,Melissa Anderson,http://www.metacritic.com//critic/melissa-anderson?filter=movies,"Feb  2, 2016","The brothers' latest also has a certain buoyancy...The fizziness, though, proves fleeting, and Hail, Caesar! too often goes flat."
87,"Hail, Caesar!","Hail, Caesar!","February 5, 2016",72,50,38,11,1,40,Wall Street Journal,http://www.metacritic.com//publication/wall-street-journal?filter=movies,John Anderson,http://www.metacritic.com//critic/john-anderson?filter=movies,"Feb  4, 2016","A dispiritingly vitriolic, only sporadically funny satire of ’50s Hollywood, Hail, Caesar! verifies a suspicion long held here, that the Coen brothers, Joel and Ethan, really hate the movies."
87,"Hail, Caesar!","Hail, Caesar!","February 5, 2016",72,50,38,11,1,25,The Globe and Mail (Toronto),http://www.metacritic.com//publication/the-globe-and-mail-toronto?filter=movies,Kate Taylor,http://www.metacritic.com//critic/kate-taylor?filter=movies,"Feb  6, 2016","In short, there are an awful lot of subplots and comic characters but none of the actors in this star-studded cast is allowed to build his laughs and the Coens just abandon several of these vivid personalities along the way."
89,Zoolander 2,Zoolander 2,"February 12, 2016",34,42,6,15,21,80,New York Daily News,http://www.metacritic.com//publication/new-york-daily-news?filter=movies,Gersh Kuntzman,,"Feb 10, 2016","Did you like “Zoolander”? Good, then you’ll like Zoolander 2."
89,Zoolander 2,Zoolander 2,"February 12, 2016",34,42,6,15,21,80,Time Out London,http://www.metacritic.com//publication/time-out-london?filter=movies,Kate Lloyd,,"Feb 10, 2016",
89,Zoolander 2,Zoolander 2,"February 12, 2016",34,42,6,15,21,75,RogerEbert.com,http://www.metacritic.com//publication/rogerebertcom?filter=movies,Glenn Kenny,http://www.metacritic.com//critic/glenn-kenny?filter=movies,"Feb 11, 2016","It then becomes very funny, funny enough that my wife observed that she thought I was going to have a stroke, as I was laughing so much."
89,Zoolander 2,Zoolander 2,"February 12, 2016",34,42,6,15,21,75,San Francisco Chronicle,http://www.metacritic.com//publication/san-francisco-chronicle?filter=movies,Mick LaSalle,http://www.metacritic.com//critic/mick-lasalle?filter=movies,"Feb 11, 2016","Sometimes unapologetically stupid and joyously crass, it’s often brilliant in its absurdity, one of those rare comedies where the audience sits there dumbstruck, wondering what crazy thing will happen next. It takes really smart people to make a movie this silly."
89,Zoolander 2,Zoolander 2,"February 12, 2016",34,42,6,15,21,67,The A.V. Club,http://www.metacritic.com//publication/the-av-club?filter=movies,Jesse Hassenger,http://www.metacritic.com//critic/jesse-hassenger?filter=movies,"Feb 10, 2016","It’s a bizarre and pointless spectacle, but not an unamusing one. Characters like Alexanya and Atari feel very much like try-outs for Saturday Night Live characters — not surprising, given that at least four of the cast members have worked on that show."
89,Zoolander 2,Zoolander 2,"February 12, 2016",34,42,6,15,21,63,Rolling Stone,http://www.metacritic.com//publication/rolling-stone?filter=movies,Peter Travers,http://www.metacritic.com//critic/peter-travers?filter=movies,"Feb 12, 2016","Zoolander 2 sweats its silly ass off to please. The results are scattershot. But when it works — oh, baby. There's a bit with Justin Bieber and a selfie that, well, no spoilers."
89,Zoolander 2,Zoolander 2,"February 12, 2016",34,42,6,15,21,60,Empire,http://www.metacritic.com//publication/empire?filter=movies,Olly Richards,http://www.metacritic.com//critic/olly-richards?filter=movies,"Feb 10, 2016","It’s fun to take another turn with Derek and Hansel, but they probably don’t have another season in them."
89,Zoolander 2,Zoolander 2,"February 12, 2016",34,42,6,15,21,60,Total Film,http://www.metacritic.com//publication/total-film?filter=movies,James Mottram,http://www.metacritic.com//critic/james-mottram?filter=movies,"Feb  9, 2016","More Blue Steel than Magnum, this is a perfectly serviceable sequel, but dogged by repetition, it lacks the original's speed and sizzle."
89,Zoolander 2,Zoolander 2,"February 12, 2016",34,42,6,15,21,60,The Telegraph,http://www.metacritic.com//publication/the-telegraph?filter=movies,Helen O'Hara,http://www.metacritic.com//critic/helen-ohara?filter=movies,"Feb  9, 2016","It’s fun to see Zoolander once more. It seems unlikely that the premise could ever sustain a third film, but if this is Derek’s swan song then he leaves amid a flurry of feathers and bustle – surely all a male model could wish for."
